455
9
XX00XX001 1.0
000000001 1.0
110011001 1.0
XX00XX001 0.5
XX00XX001 0.5
110011001 0.5
110011001 0.5
001100111 0.25
001100111 0.25
001100111 0.25
001100111 0.25
110011001 1.0
111111111 1.0
110011001 1.0
XX00XX001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
XX00XX001 1.0
XX00XX001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 0.5
110011001 0.5
110011001 1.0
111111111 1.0
111111111 1.0
000000000 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 0.5
110011001 0.5
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
111111111 1.0
000000001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
111111110 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 0.125
110011001 0.125
110011001 0.125
110011001 0.125
110011001 0.125
110011001 0.125
110011001 0.125
110011001 0.125
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
11001100X 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
11XX11XX1 1.0
111111111 1.0
111111111 1.0
111111111 0.25
111111111 0.25
111111111 0.25
111111111 0.25
111111111 0.25
111111110 0.25
111111111 0.25
111111110 0.25
111111111 0.5
111111111 0.5
110011001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
11XX11XX1 0.25
11XX11XX1 0.25
11XX11XX1 0.25
11XX11XX1 0.25
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
001100111 1.0
000000001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 0.5
110011001 0.5
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
111111111 1.0
11XX11XX1 1.0
111111111 1.0
110011001 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111110 0.5
111111111 0.5
11XX11XX1 1.0
110011001 1.0
111111111 1.0
111111111 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
001100110 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
001100111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011000 0.5
110011000 0.5
110011001 0.5
110011001 0.5
111111111 1.0
XX00XX001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
XX00XX001 1.0
110011000 1.0
11XX11XX1 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
000000001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 0.25
111111111 0.25
111111111 0.25
111111111 0.25
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
11001100X 1.0
110011001 1.0
111111111 0.5
111111111 0.5
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 0.5
110011001 0.5
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 0.5
110011001 0.5
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011000 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 0.5
111111111 0.5
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
XX00XX001 1.0
XXXXXXXX1 1.0
110011001 1.0
111111111 0.5
111111111 0.5
110011001 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
001100110 0.125
001100110 0.125
000000000 0.125
000000000 0.125
111111110 0.125
110011000 0.125
111111110 0.125
110011000 0.125
110011001 1.0
111111110 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
XX11XX111 1.0
110011001 1.0
XX00XX001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111110 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
XX00XX001 1.0
001100111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
000000001 1.0
110011001 1.0
110011001 1.0
110011000 1.0
111111111 1.0
110011000 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
000000000 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011000 0.5
110011001 0.5
110011001 1.0
110011001 1.0
11XX11XX1 1.0
110011001 1.0
XX00XX001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
110011001 1.0
111111111 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
111111111 1.0
111111111 1.0
110011001 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
11XX11XX1 1.0
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
110011001 1.0
110011001 1.0
11XX11XX1 1.0
110011001 1.0
000000000 1.0
11XX11XX1 1.0
XX00XX00X 1.0
110011001 1.0
000000001 1.0
11XX11XX1 1.0
XX00XX001 0.25
XX00XX001 0.25
XX00XX001 0.25
XX00XX001 0.25
XX00XX001 1.0
000000000 0.5
000000000 0.5
110011001 1.0
110011001 1.0
110011001 1.0
110011001 1.0
111111111 1.0
